Domestic Gross,Movie,Production Budget,Release_Date,Worldwide Gross,_id
"$760,507,625",Avatar,425000000.0,2009-12-18,2776345279.0,5cbf6a3df1b3f84eb09bd4e0
"$241,063,875",Pirates of the Caribbean: On Stranger Tides,410600000.0,2011-05-20,1045663875.0,5cbf6a3df1b3f84eb09bd4e1
"$459,005,868",Avengers: Age of Ultron,330600000.0,2015-05-01,1403013963.0,5cbf6a3df1b3f84eb09bd4e2
"$620,181,382",Star Wars Ep. VIII: The Last Jedi,317000000.0,2017-12-15,1316721747.0,5cbf6a3df1b3f84eb09bd4e3
"$936,662,225",Star Wars Ep. VII: The Force Awakens,306000000.0,2015-12-18,2053311220.0,5cbf6a3df1b3f84eb09bd4e4
"$678,815,482",Avengers: Infinity War,300000000.0,2018-04-27,2048797682.0,5cbf6a3df1b3f84eb09bd4e5
"$309,420,425",Pirates of the Caribbean: At Worldâs End,300000000.0,2007-05-24,963420425.0,5cbf6a3df1b3f84eb09bd4e6
"$229,024,295",Justice League,300000000.0,2017-11-17,655945209.0,5cbf6a3df1b3f84eb09bd4e7
"$200,074,175",Spectre,300000000.0,2015-11-06,879620923.0,5cbf6a3df1b3f84eb09bd4e8
"$448,139,099",The Dark Knight Rises,275000000.0,2012-07-20,1084439099.0,5cbf6a3df1b3f84eb09bd4e9
"$89,302,115",The Lone Ranger,275000000.0,2013-07-02,260002115.0,5cbf6a3df1b3f84eb09bd4ea
"$73,058,679",John Carter,275000000.0,2012-03-09,282778100.0,5cbf6a3df1b3f84eb09bd4eb
"$200,821,936",Tangled,260000000.0,2010-11-24,586477240.0,5cbf6a3df1b3f84eb09bd4ec
"$336,530,303",Spider-Man 3,258000000.0,2007-05-04,894860230.0,5cbf6a3df1b3f84eb09bd4ed
"$408,084,349",Captain America: Civil War,250000000.0,2016-05-06,1140069413.0,5cbf6a3df1b3f84eb09bd4ee
"$330,360,194",Batman v Superman: Dawn of Justice,250000000.0,2016-03-25,867500281.0,5cbf6a3df1b3f84eb09bd4ef
"$303,003,568",The Hobbit: An Unexpected Journey,250000000.0,2012-12-14,1017003568.0,5cbf6a3df1b3f84eb09bd4f0
"$302,089,278",Harry Potter and the Half-Blood Prince,250000000.0,2009-07-15,935213767.0,5cbf6a3df1b3f84eb09bd4f1
"$258,366,855",The Hobbit: The Desolation of Smaug,250000000.0,2013-12-13,960366855.0,5cbf6a3df1b3f84eb09bd4f2
"$255,119,788",The Hobbit: The Battle of the Five Armies,250000000.0,2014-12-17,945577621.0,5cbf6a3df1b3f84eb09bd4f3
"$225,764,765",The Fate of the Furious,250000000.0,2017-04-14,1234846267.0,5cbf6a3df1b3f84eb09bd4f4
"$213,767,512",Solo: A Star Wars Story,250000000.0,2018-05-25,393151347.0,5cbf6a3df1b3f84eb09bd4f5
"$200,120,000",Superman Returns,232000000.0,2006-06-28,374085065.0,5cbf6a3df1b3f84eb09bd4f6
"$172,558,876",Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,2017-05-26,788241137.0,5cbf6a3df1b3f84eb09bd4f7
"$169,368,427",Quantum of Solace,230000000.0,2008-11-14,591692078.0,5cbf6a3df1b3f84eb09bd4f8
"$623,279,547",The Avengers,225000000.0,2012-05-04,1517935897.0,5cbf6a3df1b3f84eb09bd4f9
"$423,315,812",Pirates of the Caribbean: Dead Manâs Chest,225000000.0,2006-07-07,1066215812.0,5cbf6a3df1b3f84eb09bd4fa
"$291,045,518",Man of Steel,225000000.0,2013-06-14,667999518.0,5cbf6a3df1b3f84eb09bd4fb
"$141,621,490",The Chronicles of Narnia: Prince Caspian,225000000.0,2008-05-16,417341288.0,5cbf6a3df1b3f84eb09bd4fc
"$262,030,663",The Amazing Spider-Man,220000000.0,2012-07-03,757890267.0,5cbf6a3df1b3f84eb09bd4fd
"$65,233,400",Battleship,220000000.0,2012-05-18,313477717.0,5cbf6a3df1b3f84eb09bd4fe
"$130,168,683",Transformers: The Last Knight,217000000.0,2017-06-21,602893340.0,5cbf6a3df1b3f84eb09bd4ff
"$652,270,625",Jurassic World,215000000.0,2015-06-12,1648854864.0,5cbf6a3df1b3f84eb09bd500
"$179,020,854",Men in Black 3,215000000.0,2012-05-25,654213485.0,5cbf6a3df1b3f84eb09bd501
"$402,111,870",Transformers: Revenge of the Fallen,210000000.0,2009-06-24,836519699.0,5cbf6a3df1b3f84eb09bd502
"$245,439,076",Transformers: Age of Extinction,210000000.0,2014-06-27,1104039076.0,5cbf6a3df1b3f84eb09bd503
"$234,362,462",X-Men: The Last Stand,210000000.0,2006-05-26,459260946.0,5cbf6a3df1b3f84eb09bd504
"$105,487,148",Robin Hood,210000000.0,2010-05-14,322459006.0,5cbf6a3df1b3f84eb09bd505
"$218,080,025",King Kong,207000000.0,2005-12-14,550517357.0,5cbf6a3df1b3f84eb09bd506
"$70,107,728",The Golden Compass,205000000.0,2007-12-07,367262558.0,5cbf6a3df1b3f84eb09bd507
"$700,059,566",Black Panther,200000000.0,2018-02-16,1348258224.0,5cbf6a3df1b3f84eb09bd508
"$659,363,944",Titanic,200000000.0,1997-12-19,2208208395.0,5cbf6a3df1b3f84eb09bd509
"$608,581,744",Incredibles 2,200000000.0,2018-06-15,1242532436.0,5cbf6a3df1b3f84eb09bd50a
"$532,177,324",Rogue One: A Star Wars Story,200000000.0,2016-12-16,1049102856.0,5cbf6a3df1b3f84eb09bd50b
"$486,295,561",Finding Dory,200000000.0,2016-06-17,1021215193.0,5cbf6a3df1b3f84eb09bd50c
"$415,004,880",Toy Story 3,200000000.0,2010-06-18,1068879522.0,5cbf6a3df1b3f84eb09bd50d
"$408,992,272",Iron Man 3,200000000.0,2013-05-03,1215392272.0,5cbf6a3df1b3f84eb09bd50e
"$389,813,101",Guardians of the Galaxy Vol 2,200000000.0,2017-05-05,862316233.0,5cbf6a3df1b3f84eb09bd50f
"$373,524,485",Spider-Man 2,200000000.0,2004-06-30,795110670.0,5cbf6a3df1b3f84eb09bd510
"$334,191,110",Alice in Wonderland,200000000.0,2010-03-05,1025491110.0,5cbf6a3df1b3f84eb09bd511
"$304,360,277",Skyfall,200000000.0,2012-11-08,1110526981.0,5cbf6a3df1b3f84eb09bd512
"$268,488,329",Monsters University,200000000.0,2013-06-21,743588329.0,5cbf6a3df1b3f84eb09bd513
"$234,770,996",Oz the Great and Powerful,200000000.0,2013-03-08,490359051.0,5cbf6a3df1b3f84eb09bd514
"$233,921,534",X-Men: Days of Future Past,200000000.0,2014-05-23,747862775.0,5cbf6a3df1b3f84eb09bd515
"$202,853,933",The Amazing Spider-Man 2,200000000.0,2014-05-02,708996336.0,5cbf6a3df1b3f84eb09bd516
"$191,450,875",Cars 2,200000000.0,2011-06-24,560155383.0,5cbf6a3df1b3f84eb09bd517
"$172,062,763",Tron: Legacy,200000000.0,2010-12-17,400062763.0,5cbf6a3df1b3f84eb09bd518
"$166,112,167",2012,200000000.0,2009-11-13,757677748.0,5cbf6a3df1b3f84eb09bd519
"$159,555,901",Fantastic Beasts: The Crimes of Grindelwald,200000000.0,2018-11-16,652220086.0,5cbf6a3df1b3f84eb09bd51a
"$125,322,469",Terminator Salvation,200000000.0,2009-05-21,365491792.0,5cbf6a3df1b3f84eb09bd51b
"$116,601,172",Green Lantern,200000000.0,2011-06-17,219535492.0,5cbf6a3df1b3f84eb09bd51c
"$90,759,676",Prince of Persia: Sands of Time,200000000.0,2010-05-28,336359676.0,5cbf6a3df1b3f84eb09bd51d
"$352,390,543",Transformers: Dark of the Moon,195000000.0,2011-06-29,1123790543.0,5cbf6a3df1b3f84eb09bd51e
"$80,101,125",The Mummy,195000000.0,2017-06-09,409953905.0,5cbf6a3df1b3f84eb09bd51f
"$65,187,603",Jack the Giant Slayer,195000000.0,2013-03-01,197687603.0,5cbf6a3df1b3f84eb09bd520
"$353,007,020",Furious 7,190000000.0,2015-04-03,1518722794.0,5cbf6a3df1b3f84eb09bd521
"$228,778,661",Star Trek Into Darkness,190000000.0,2013-05-16,467381584.0,5cbf6a3df1b3f84eb09bd522
"$202,359,711",World War Z,190000000.0,2013-06-21,531514650.0,5cbf6a3df1b3f84eb09bd523
"$144,840,419",The Great Gatsby,190000000.0,2013-05-10,351040419.0,5cbf6a3df1b3f84eb09bd524
"$137,855,863",Disneyâs A Christmas Carol,190000000.0,2009-11-06,315709697.0,5cbf6a3df1b3f84eb09bd525
"$101,802,906",Pacific Rim,190000000.0,2013-07-12,411002906.0,5cbf6a3df1b3f84eb09bd526
"$123,087,120",The Good Dinosaur,187500000.0,2015-11-25,333771037.0,5cbf6a3df1b3f84eb09bd527
"$318,604,126",Iron Man,186000000.0,2008-05-02,585171547.0,5cbf6a3df1b3f84eb09bd528
"$533,720,947",The Dark Knight,185000000.0,2008-07-18,1001996207.0,5cbf6a3df1b3f84eb09bd529
"$317,101,119",Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,2008-05-22,786635413.0,5cbf6a3df1b3f84eb09bd52a
"$237,282,182",Brave,185000000.0,2012-06-22,554606532.0,5cbf6a3df1b3f84eb09bd52b
"$168,052,812",Kong: Skull Island,185000000.0,2017-03-10,561072059.0,5cbf6a3df1b3f84eb09bd52c
"$158,848,340",Star Trek Beyond,185000000.0,2016-07-22,335802233.0,5cbf6a3df1b3f84eb09bd52d
"$92,054,159",Blade Runner 2049,185000000.0,2017-10-06,259357408.0,5cbf6a3df1b3f84eb09bd52e
"$315,058,289",Thor: Ragnarok,180000000.0,2017-11-03,846980024.0,5cbf6a3df1b3f84eb09bd52f
"$291,710,957","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.0,2005-12-09,720539572.0,5cbf6a3df1b3f84eb09bd530
"$241,407,328",Maleficent,180000000.0,2014-05-30,758536735.0,5cbf6a3df1b3f84eb09bd531
"$234,037,575",Fantastic Beasts and Where to Find Them,180000000.0,2016-11-18,802402853.0,5cbf6a3df1b3f84eb09bd532
"$223,808,164",WALL-E,180000000.0,2008-06-27,532508025.0,5cbf6a3df1b3f84eb09bd533
"$140,125,968",Rush Hour 3,180000000.0,2007-08-10,256585882.0,5cbf6a3df1b3f84eb09bd534
"$126,643,061",The Legend of Tarzan,180000000.0,2016-07-01,348902025.0,5cbf6a3df1b3f84eb09bd535
"$73,864,507",Hugo,180000000.0,2011-11-23,180047784.0,5cbf6a3df1b3f84eb09bd536
"$40,479,370",Valerian and the City of a Thousand Planets,180000000.0,2017-07-21,215098356.0,5cbf6a3df1b3f84eb09bd537
"$47,482,519",Jupiter Ascending,179000000.0,2015-02-06,181982519.0,5cbf6a3df1b3f84eb09bd538
"$220,159,104",Mission: ImpossibleâFallout,178000000.0,2018-07-27,787456552.0,5cbf6a3df1b3f84eb09bd539
"$155,442,489",X-Men: Apocalypse,178000000.0,2016-05-27,542537546.0,5cbf6a3df1b3f84eb09bd53a
"$145,443,742",The Meg,178000000.0,2018-08-10,529530715.0,5cbf6a3df1b3f84eb09bd53b
"$100,206,256",Edge of Tomorrow,178000000.0,2014-06-06,370541256.0,5cbf6a3df1b3f84eb09bd53c
"$364,001,123",The Jungle Book,175000000.0,2016-04-15,962854547.0,5cbf6a3df1b3f84eb09bd53d
"$356,461,711",Inside Out,175000000.0,2015-06-19,854235992.0,5cbf6a3df1b3f84eb09bd53e
"$334,201,140",Spider-Man: Homecoming,175000000.0,2017-07-07,880166350.0,5cbf6a3df1b3f84eb09bd53f
"$325,100,054",Suicide Squad,175000000.0,2016-08-05,746059887.0,5cbf6a3df1b3f84eb09bd540
"$293,004,164",Up,175000000.0,2009-05-29,731463377.0,5cbf6a3df1b3f84eb09bd541
"$209,726,015",Coco,175000000.0,2017-11-22,798020225.0,5cbf6a3df1b3f84eb09bd542
"$201,091,711",Ralph Breaks The Internet,175000000.0,2018-11-21,524288667.0,5cbf6a3df1b3f84eb09bd543
"$198,351,526",Monsters vs. Aliens,175000000.0,2009-03-27,381687380.0,5cbf6a48f1b3f84eb09bd544
"$152,901,115",Cars 3,175000000.0,2017-06-16,383549151.0,5cbf6a48f1b3f84eb09bd545
"$150,201,498",G.I. Joe: The Rise of Cobra,175000000.0,2009-08-07,302469017.0,5cbf6a48f1b3f84eb09bd546
"$113,805,681",Wild Wild West,175000000.0,1999-06-30,221229335.0,5cbf6a48f1b3f84eb09bd547
"$102,491,776",The Mummy: Tomb of the Dragon Emperor,175000000.0,2008-08-01,405760225.0,5cbf6a48f1b3f84eb09bd548
"$100,289,690",Evan Almighty,175000000.0,2007-06-22,174131329.0,5cbf6a48f1b3f84eb09bd549
"$88,246,220",Waterworld,175000000.0,1995-07-28,264246220.0,5cbf6a48f1b3f84eb09bd54a
"$39,175,066",King Arthur: Legend of the Sword,175000000.0,2017-05-12,139630336.0,5cbf6a48f1b3f84eb09bd54b
"$38,362,475",47 Ronin,175000000.0,2013-12-25,151716815.0,5cbf6a48f1b3f84eb09bd54c
"$417,719,760",Jurassic World: Fallen Kingdom,170000000.0,2018-06-22,1305772799.0,5cbf6a48f1b3f84eb09bd54d
"$333,172,112",Guardians of the Galaxy,170000000.0,2014-08-01,770867516.0,5cbf6a48f1b3f84eb09bd54e
"$312,433,331",Iron Man 2,170000000.0,2010-05-07,621156389.0,5cbf6a48f1b3f84eb09bd54f
"$259,746,958",Captain America: The Winter Soldier,170000000.0,2014-04-04,714401889.0,5cbf6a48f1b3f84eb09bd550
"$208,545,589",Dawn of the Planet of the Apes,170000000.0,2014-07-11,710644566.0,5cbf6a48f1b3f84eb09bd551
"$187,224,605",The Polar Express,170000000.0,2004-11-10,311365187.0,5cbf6a48f1b3f84eb09bd552
"$155,136,755",Snow White and the Huntsman,170000000.0,2012-06-01,401021746.0,5cbf6a48f1b3f84eb09bd553
"$150,358,296",Terminator 3: Rise of the Machines,170000000.0,2003-07-01,433058296.0,5cbf6a48f1b3f84eb09bd554
"$120,150,546",Van Helsing,170000000.0,2004-05-07,300150546.0,5cbf6a48f1b3f84eb09bd555
"$93,436,322",Tomorrowland,170000000.0,2015-05-22,206627518.0,5cbf6a48f1b3f84eb09bd556
"$77,042,381",Alice Through the Looking Glass,170000000.0,2016-05-27,276928112.0,5cbf6a48f1b3f84eb09bd557
"$238,736,787",Shrek Forever After,165000000.0,2010-05-21,756244673.0,5cbf6a48f1b3f84eb09bd558
"$232,641,920",Doctor Strange,165000000.0,2016-11-04,676404566.0,5cbf6a48f1b3f84eb09bd559
"$222,527,828",Big Hero 6,165000000.0,2014-11-07,652127828.0,5cbf6a48f1b3f84eb09bd55a
"$217,581,232",How to Train Your Dragon,165000000.0,2010-03-26,494870992.0,5cbf6a48f1b3f84eb09bd55b
"$189,412,677",Wreck-It Ralph,165000000.0,2012-11-02,496511521.0,5cbf6a48f1b3f84eb09bd55c
"$188,017,894",Interstellar,165000000.0,2014-11-05,666379375.0,5cbf6a48f1b3f84eb09bd55d
"$103,144,286",Independence Day: Resurgence,165000000.0,2016-06-24,384169424.0,5cbf6a48f1b3f84eb09bd55e
"$100,368,560",Cowboys and Aliens,163000000.0,2011-07-29,176038324.0,5cbf6a48f1b3f84eb09bd55f
"$504,014,165",Beauty and the Beast,160000000.0,2017-03-17,1259199706.0,5cbf6a48f1b3f84eb09bd560
"$335,061,807",Aquaman,160000000.0,2018-12-21,1146894640.0,5cbf6a48f1b3f84eb09bd561
"$322,719,944",Shrek the Third,160000000.0,2007-05-17,807330936.0,5cbf6a48f1b3f84eb09bd562
"$292,576,195",Inception,160000000.0,2010-07-16,832402082.0,5cbf6a48f1b3f84eb09bd563
"$281,723,902",The Hunger Games: Mockingjay - Part 2,160000000.0,2015-11-20,648986787.0,5cbf6a48f1b3f84eb09bd564
"$238,679,850",Fast and Furious 6,160000000.0,2013-05-24,789300444.0,5cbf6a48f1b3f84eb09bd565
"$200,676,069",Godzilla,160000000.0,2014-05-16,529076069.0,5cbf6a48f1b3f84eb09bd566
"$146,408,305",X-Men: First Class,160000000.0,2011-06-03,355408305.0,5cbf6a48f1b3f84eb09bd567
"$127,509,326",The Curious Case of Benjamin Button,160000000.0,2008-12-25,329631958.0,5cbf6a48f1b3f84eb09bd568
"$63,150,991",The Sorcerer's Apprentice,160000000.0,2010-07-14,217986320.0,5cbf6a48f1b3f84eb09bd569
"$60,674,817",Poseidon,160000000.0,2006-05-12,181674817.0,5cbf6a48f1b3f84eb09bd56a
"$47,225,655",Warcraft,160000000.0,2016-06-10,425522281.0,5cbf6a48f1b3f84eb09bd56b
"$61,433,527",Deepwater Horizon,156000000.0,2016-09-30,122603824.0,5cbf6a48f1b3f84eb09bd56c
"$104,386,950",The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,2010-12-10,418186950.0,5cbf6a48f1b3f84eb09bd56d
"$89,760,956",Terminator: Genisys,155000000.0,2015-07-01,432150894.0,5cbf6a48f1b3f84eb09bd56e
"$59,874,525",Pacific Rim: Uprising,155000000.0,2018-03-23,290930148.0,5cbf6a48f1b3f84eb09bd56f
"$34,297,191",Alexander,155000000.0,2004-11-24,167297191.0,5cbf6a48f1b3f84eb09bd570
"$400,031,743",Captain Marvel,152000000.0,2019-03-08,1089531743.0,5cbf6a48f1b3f84eb09bd571
"$146,880,162",War for the Planet of the Apes,152000000.0,2017-07-14,489592267.0,5cbf6a48f1b3f84eb09bd572
"$198,539,855",Pearl Harbor,151500000.0,2001-05-25,449239855.0,5cbf6a48f1b3f84eb09bd573
"$319,246,193",Transformers,151000000.0,2007-07-02,708272592.0,5cbf6a48f1b3f84eb09bd574
"$412,563,408",Wonder Woman,150000000.0,2017-06-02,821133378.0,5cbf6a48f1b3f84eb09bd575
"$400,738,009",Frozen,150000000.0,2013-11-22,1272469910.0,5cbf6a48f1b3f84eb09bd576
"$341,268,248",Zootopia,150000000.0,2016-03-04,1019704348.0,5cbf6a48f1b3f84eb09bd577
"$292,137,260",Harry Potter and the Order of the Phoenix,150000000.0,2007-07-11,943076457.0,5cbf6a48f1b3f84eb09bd578
"$290,201,752",Harry Potter and the Goblet of Fire,150000000.0,2005-11-18,897099794.0,5cbf6a48f1b3f84eb09bd579
"$281,553,689",The Matrix Reloaded,150000000.0,2003-05-15,738576929.0,5cbf6a48f1b3f84eb09bd57a
"$256,393,010",I am Legend,150000000.0,2007-12-14,585532684.0,5cbf6a48f1b3f84eb09bd57b
"$248,757,044",Moana,150000000.0,2016-11-23,637517365.0,5cbf6a48f1b3f84eb09bd57c
"$227,946,274",Hancock,150000000.0,2008-07-01,624234272.0,5cbf6a48f1b3f84eb09bd57d
"$206,459,076",Charlie and the Chocolate Factory,150000000.0,2005-07-15,475825484.0,5cbf6a48f1b3f84eb09bd57e
"$206,445,654",Ratatouille,150000000.0,2007-06-29,626549695.0,5cbf6a48f1b3f84eb09bd57f
"$206,362,140",Thor: The Dark World,150000000.0,2013-11-08,644602516.0,5cbf6a48f1b3f84eb09bd580
"$205,343,774",Batman Begins,150000000.0,2005-06-15,359142722.0,5cbf6a48f1b3f84eb09bd581
"$195,042,377",Mission: ImpossibleâRogue Nation,150000000.0,2015-07-31,688858992.0,5cbf6a48f1b3f84eb09bd582
"$190,068,280",Dunkirk,150000000.0,2017-07-21,499837368.0,5cbf6a48f1b3f84eb09bd583
"$181,030,624",Thor,150000000.0,2011-05-06,449326618.0,5cbf6a48f1b3f84eb09bd584
"$180,174,880",Madagascar: Escape 2 Africa,150000000.0,2008-11-07,599680774.0,5cbf6a48f1b3f84eb09bd585
"$179,883,157",X-Men Origins: Wolverine,150000000.0,2009-05-01,374825760.0,5cbf6a48f1b3f84eb09bd586
"$177,243,721",Night at the Museum: Battle of the Smithsonian,150000000.0,2009-05-22,402231063.0,5cbf6a48f1b3f84eb09bd587
"$165,249,063",Kung Fu Panda 2,150000000.0,2011-05-26,664837547.0,5cbf6a48f1b3f84eb09bd588
"$153,636,354",Mad Max: Fury Road,150000000.0,2015-05-15,370098020.0,5cbf6a48f1b3f84eb09bd589
"$139,270,910",The Matrix Revolutions,150000000.0,2003-11-05,427300260.0,5cbf6a48f1b3f84eb09bd58a
"$137,690,172",Ready Player One,150000000.0,2018-03-29,579290136.0,5cbf6a48f1b3f84eb09bd58b
"$135,386,665",Chicken Little,150000000.0,2005-11-04,310043823.0,5cbf6a48f1b3f84eb09bd58c
"$133,501,348",Mission: Impossible III,150000000.0,2006-05-05,397501348.0,5cbf6a48f1b3f84eb09bd58d
"$133,375,846",Angels & Demons,150000000.0,2009-05-15,490875846.0,5cbf6a48f1b3f84eb09bd58e
"$133,298,577",Troy,150000000.0,2004-05-14,484161265.0,5cbf6a48f1b3f84eb09bd58f
"$131,772,187",The Last Airbender,150000000.0,2010-07-01,319713881.0,5cbf6a48f1b3f84eb09bd590
"$126,631,277",Bee Movie,150000000.0,2007-11-02,287594577.0,5cbf6a48f1b3f84eb09bd591
"$119,436,770",G-Force,150000000.0,2009-07-24,292817841.0,5cbf6a48f1b3f84eb09bd592
"$114,053,579",Bolt,150000000.0,2008-11-21,328015029.0,5cbf6a48f1b3f84eb09bd593
"$83,670,083",Wrath of the Titans,150000000.0,2012-03-30,305270083.0,5cbf6a48f1b3f84eb09bd594
"$82,280,579",Beowulf,150000000.0,2007-11-16,195080579.0,5cbf6a48f1b3f84eb09bd595
"$79,727,149",Dark Shadows,150000000.0,2012-05-11,238202668.0,5cbf6a48f1b3f84eb09bd596
"$73,103,784",White House Down,150000000.0,2013-06-28,205440387.0,5cbf6a48f1b3f84eb09bd597
"$62,189,884",The Wolfman,150000000.0,2010-02-12,142634358.0,5cbf6a48f1b3f84eb09bd598
"$45,157,105",The Great Wall,150000000.0,2017-02-17,334486852.0,5cbf6a48f1b3f84eb09bd599
"$35,088,320",Pan,150000000.0,2015-10-09,151525973.0,5cbf6a48f1b3f84eb09bd59a
"$21,392,758",Mars Needs Moms,150000000.0,2011-03-11,39549758.0,5cbf6a48f1b3f84eb09bd59b
"$64,665,672",Flushed Away,149000000.0,2006-11-03,179357126.0,5cbf6a48f1b3f84eb09bd59c
"$216,391,482",Madagascar 3: Europe's Most Wanted,145000000.0,2012-06-08,746921271.0,5cbf6a48f1b3f84eb09bd59d
"$209,397,903",Mission: ImpossibleâGhost Protocol,145000000.0,2011-12-16,694713230.0,5cbf6a48f1b3f84eb09bd59e
"$177,002,924",How to Train Your Dragon 2,145000000.0,2014-06-13,614586270.0,5cbf6a48f1b3f84eb09bd59f
"$171,091,819",Tarzan,145000000.0,1999-06-16,448191819.0,5cbf6a48f1b3f84eb09bd5a0
"$111,506,430",Mr. Peabody & Sherman,145000000.0,2014-03-07,269806430.0,5cbf6a48f1b3f84eb09bd5a1
"$103,412,758",Rise of the Guardians,145000000.0,2012-11-21,306900902.0,5cbf6a48f1b3f84eb09bd5a2
"$68,671,925",Sahara,145000000.0,2005-04-08,121671925.0,5cbf6a48f1b3f84eb09bd5a3
"$128,350,574",Ghostbusters,144000000.0,2016-07-15,229008658.0,5cbf6a48f1b3f84eb09bd5a4
"$160,942,139",Die Another Day,142000000.0,2002-11-22,431942139.0,5cbf6a48f1b3f84eb09bd5a5
"$305,411,224",Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,2003-07-09,634954103.0,5cbf6a48f1b3f84eb09bd5a6
"$257,730,019",Star Trek,140000000.0,2009-05-08,386839614.0,5cbf6a48f1b3f84eb09bd5a7
"$201,578,182",Armageddon,140000000.0,1998-07-01,554600000.0,5cbf6a48f1b3f84eb09bd5a8
"$190,418,803",Men in Black 2,140000000.0,2002-07-03,441767803.0,5cbf6a48f1b3f84eb09bd5a9
"$176,654,505",Captain America: The First Avenger,140000000.0,2011-07-22,370569776.0,5cbf6a48f1b3f84eb09bd5aa
"$143,528,619",Kung Fu Panda 3,140000000.0,2016-01-29,517599142.0,5cbf6a48f1b3f84eb09bd5ab
"$130,444,603",Lethal Weapon 4,140000000.0,1998-07-10,285400000.0,5cbf6a48f1b3f84eb09bd5ac
"$122,523,060",G.I. Joe: Retaliation,140000000.0,2013-03-27,375740705.0,5cbf6a48f1b3f84eb09bd5ad
"$111,110,575",The Last Samurai,140000000.0,2003-12-05,456810575.0,5cbf6a48f1b3f84eb09bd5ae
"$110,550,000",Fun With Dick And Jane,140000000.0,2005-12-21,203018919.0,5cbf6a48f1b3f84eb09bd5af
"$65,014,513",Exodus: Gods and Kings,140000000.0,2014-12-12,268314513.0,5cbf6a48f1b3f84eb09bd5b0
"$55,483,770",The BFG,140000000.0,2016-07-01,199646680.0,5cbf6a48f1b3f84eb09bd5b1
"$31,153,464",Gods of Egypt,140000000.0,2016-02-26,138836756.0,5cbf6a48f1b3f84eb09bd5b2
"$403,706,375",Spider-Man,139000000.0,2002-05-03,821706375.0,5cbf6a48f1b3f84eb09bd5b3
"$107,509,799",Watchmen,138000000.0,2009-03-06,186976250.0,5cbf6a48f1b3f84eb09bd5b4
"$32,116,746",Stealth,138000000.0,2005-07-29,76416746.0,5cbf6a48f1b3f84eb09bd5b5
"$134,806,913",The Incredible Hulk,137500000.0,2008-06-13,265573859.0,5cbf6a48f1b3f84eb09bd5b6
"$132,177,234",Hulk,137000000.0,2003-06-20,245075434.0,5cbf6a48f1b3f84eb09bd5b7
"$32,131,830",Final Fantasy: The Spirits Within,137000000.0,2001-07-11,85131830.0,5cbf6a48f1b3f84eb09bd5b8
"$292,324,737","The Twilight Saga: Breaking Dawn, Part 2",136200000.0,2012-11-16,829724737.0,5cbf6a48f1b3f84eb09bd5b9
"$187,168,425",The Croods,135000000.0,2013-03-22,573068425.0,5cbf6a48f1b3f84eb09bd5ba
"$183,637,894",The Revenant,135000000.0,2015-12-25,532938302.0,5cbf6a48f1b3f84eb09bd5bb
"$126,930,660",The World is Not Enough,135000000.0,1999-11-19,361730660.0,5cbf6a48f1b3f84eb09bd5bc
"$123,477,607",Rango,135000000.0,2011-03-04,245724600.0,5cbf6a48f1b3f84eb09bd5bd
"$93,926,386",Master and Commander: The Far Side of the World,135000000.0,2003-11-14,212912137.0,5cbf6a48f1b3f84eb09bd5be
"$83,028,130",Turbo,135000000.0,2013-07-17,286896578.0,5cbf6a48f1b3f84eb09bd5bf
"$82,051,601",Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,2016-06-03,245328374.0,5cbf6a48f1b3f84eb09bd5c0
"$64,006,466",Happy Feet Two,135000000.0,2011-11-18,157956466.0,5cbf6a48f1b3f84eb09bd5c1
"$63,478,838",Miami Vice,135000000.0,2006-07-28,163818556.0,5cbf6a48f1b3f84eb09bd5c2
"$54,858,851",The Nutcracker and the Four Realms,132900000.0,2018-11-02,170293899.0,5cbf6a48f1b3f84eb09bd5c3
"$234,280,354",War of the Worlds,132000000.0,2005-06-29,606836535.0,5cbf6a48f1b3f84eb09bd5c4
"$83,350,911",Penguins of Madagascar,132000000.0,2014-11-26,366942531.0,5cbf6a48f1b3f84eb09bd5c5
"$424,668,047",The Hunger Games: Catching Fire,130000000.0,2013-11-22,864868047.0,5cbf6a48f1b3f84eb09bd5c6
"$249,757,726",Harry Potter and the Prisoner of Azkaban,130000000.0,2004-06-04,796907323.0,5cbf6a48f1b3f84eb09bd5c7
"$227,471,070",The Bourne Ultimatum,130000000.0,2007-08-03,444043396.0,5cbf6a48f1b3f84eb09bd5c8
"$216,648,740",Ant-Man and the Wasp,130000000.0,2018-07-06,623144660.0,5cbf6a48f1b3f84eb09bd5c9
"$215,434,591",Kung Fu Panda,130000000.0,2008-06-06,631910531.0,5cbf6a48f1b3f84eb09bd5ca
"$180,202,163",Ant-Man,130000000.0,2015-07-17,518858449.0,5cbf6a48f1b3f84eb09bd5cb
"$177,397,510",Home,130000000.0,2015-03-27,385997896.0,5cbf6a48f1b3f84eb09bd5cc
"$171,958,438",Mary Poppins Returns,130000000.0,2018-12-19,344285935.0,5cbf6a48f1b3f84eb09bd5cd
